stop_desc,stop_lat,stop_name,stop_lon,stop_id
This stop is located on the south side of W State Road 45 east of the intersection with S Leonard Springs Rd. next to the right turn only entrance into the Walmart Parking Lot.,39.142311,State Road 45 @ Wal-Mart,-86.581802,45476
This stop is located on the south side of W State Road 45 just east of the intersection with S Hickory Leaf Dr..,39.144817,State Road 45 & Hickory Leaf,-86.577919,45477
This stop is a shelter located on the east side of S Oakdale Dr. just north of the intersection with S Pecan Dr..,39.147003,Oakdale Apartments Shelter,-86.571259,45478
This stop is a located on the east side of S Oakdale Dr. at the southeast corner of the intersection with W Bloomfield Dr..,39.1497,Oakdale  & Bloomfield ,-86.56871,45479
This stop is a shelter located on the south side of W Bloomfield Rd. at the southeast corner of the intersection with S Rolling Ridge Way across from of the Twin Lakes Recreation Center (TLRC) serving inbound travel.,39.154957,Bloomfield  & Rolling Ridge Way ,-86.563026,45480
This stop is located on the south side of W Bloomfield Rd. at the southeast corner of the intersection with S Cory Ln. serving inbound travel.,39.156986,Bloomfield  & Cory ,-86.559746,45481
This stop is located on the south side of W Bloomfield Rd. at the intersection with S Anna Lee Ln. serving inbound travel.,39.157955,Bloomfield  & Anna Lee ,-86.557541,45482
This stop is a shelter located on the south side of W Bloomfield Rd. at the southwest corner of the intersection with S Landmark Ave. serving inbound travel.,39.159763,Bloomfield  & Landmark  ,-86.554092,45483
This stop is located on the south side of W Bloomfield Rd. west of the intersection with S Adams St. in front of the Farm Bureau Co-Op serving inbound travel.,39.160282,Bloomfield  & Adams ,-86.551453,45484
This stop is located on the south side of E 7th St. west of the intersection with N Grant St. in front of the Poplars Building serving outbound (9) and eastbound (6) travel.,39.168453,7th  & Grant ,-86.529442,45485
This stop is a shelter located on the south side of W 17th St. at the southwest corner of the intersection with N Woodburn Ave. in front of Swing-In Pizza serving inbound (2) and eastbound (6) travel.,39.178925,17th  & Woodburn  ,-86.536072,45486
This stop is located on the north side of W 17th St. at the northwest corner of the intersection with N Woodburn Ave. servimg westbound travel.,39.179081,17th  & Woodburn ,-86.536034,45487
This stop is located on the west side of S Highland Ave. at the northwest corner of the intersection with E Azalea Ln..,39.144577,Highland  & Azalea ,-86.517525,45488
This stop is located on the south side of E 7th St. at the southwest corner of the intersection with N Washington St. serving outbound (9) and eastbound (6) travel.,39.168453,7th  & Washington ,-86.53244,45490
This stop is a shelter located on the west side of N College Ave. just south of the intersection with E 9th St. in front of Smallwood Apartments.,39.170319,College  & 9th  @ Smallwood ,-86.53495,45491
This stop is located on the west side of N College Ave. at the northwest corner of the intersection with E 10th St. in front of Tenth & College Apartments.,39.171825,College  & 10th ,-86.534927,45492
This stop is located on the south side of W Graham Dr. on the southwest corner of the intersection with S Rockport Rd. in the Country View Apartments Complex. It is the 4th of four stops for the Apartments.,39.139931,Graham  & Rockport ,-86.545387,45493
This stop is located on the south side of W Graham Dr. on the southwest corner of the intersection with S Brown Ave..,39.13987,Graham  & Brown ,-86.542137,45494
This stop is located on the north side of E Hillside Dr. west of the intersection with S Woodlawn Ave. in front of the Carlisle Plant and across from Woodlawn Crossing Apartments serving inbound travel.,39.150623,Hillside  & Woodlawn ,-86.522102,45495
This stop is located on the north side of E Hillside Dr. at the northwest corner of the intersection with S Park Ave..,39.150581,Hillside  & Park ,-86.52388,45496
This stop is located on the east side of S Rogers St. on the northeast corner of the intersection with W Joy St..,39.142395,Rogers  & Joy ,-86.538849,45497
This stop is located on the east side of S Rogers St. south of the intersection with W Rockport Rd. serving inbound travel.,39.145676,Rogers  & Rockport ,-86.538795,45498
This stop is located on the southeast corner of N Morton and W 7th St intersection across from the Curry Building that houses several Monroe County Government Offices serving outbound travel. This stop was moved in 2015 from the north east corner.,39.168472,7th  & Morton ,-86.536049,45499
This stop is located on the east side of S Henderston St. at the Y intersection with S Walnut Street Pike just south of the entrance to Walnut Crossing Condos.,39.133522,Henderson  & Walnut Street Pike,-86.526787,45500
This stop is located on the south side of E Miller Dr. west of S Walnut St. in front of Smith Shoes Shopping Center and across from Sassafras Apartments.,39.14687,Miller  & Walnut  @ Sassafras ,-86.531708,45501
This stop is located on the east side of S Huntington Dr. at the southeast corner of the intersection with E Hillside Dr..,39.150429,Huntington  & Hillside  ,-86.520775,45502
This stop is a shelter located on the south side of E Miller Dr. just west of S Henderson St. next to the MCCSC Transporation Facility serving inbound travel.,39.146839,Miller  & Henderson  ,-86.527145,45503
This stop is a shelter located on the south side of E Miller Dr. between S Park Dr. and S Huntington Gardens Pl. in front of Walnut Woods Apartments serving inbound travel.,39.146828,Miller  @ Walnut Woods ,-86.522499,45504
This stop is located on the south side of E Kirkwood Ave. at the southeast corner of the intersection with S Grant St. serving outbound travel.,39.166462,Kirkwood  & Grant ,-86.529716,45505
This stop is located on the west side of N Kinser Pike at the southwest corner of the south (lower) intersection with W Skyline Dr. serving inbound travel.,39.190655,Kinser Pike & W Skyline  South Intersection,-86.537796,45506
This stop is located on the north side of W Winding Way at the northeast corner of the intersection with N Valleyview Dr. serving inbound travel.,39.19651,Winding Way & Valleyview ,-86.546623,45507
This stop is located on the south side of W Briarcliff Dr. at the southwest corner of the intersection with N Kinser Pike serving inbound travel.,39.194092,Briarcliff  & Kinser Pike,-86.541214,45508
This stop is located on the north side of W Winding Way at the northwest corner of the intersection with N Windcrest Dr. serving inbound travel.,39.196884,Winding Way & Windcrest ,-86.54538,45509
This stop is located at the north side entrance of Bloomington High School South. It is the Route 1N Start & End Point,39.200302,BHS North Side ,-86.549095,45510
The stop is located on the south side of the east entrance drive to Bloomington High School North at the at the southwest corner of the intersection with N Kinser Pike. ,39.20092,Bloomington High School & Kinser Pike,-86.54734,45511
This stop is located on the north side of E 3rd St. at the northeast corner of the eastern of its two intersections with E Morningside Dr. serving inbound travel. There is no sign for the stop. ,39.164307,3rd  & Morningside,-86.489136,45512
This stop is located on the west side of N Pete Ellis Dr. at the northwest corner of the intersection with E John Hinkle Pl. across from Woodbridge Post Office serving inbound (3L) and southbound (8) travel.,39.170727,Pete Ellis  & John Hinkle @ Post Office,-86.495628,45513
This  stop is located on the west side of Clarizz Blvd. at the northwest corner of the intersection with E Buick Cadillac Blvd. serving inbound travel.,39.159599,Clarizz & Buick Cadillac,-86.490761,45514
This stop is located on the south side of E 10th St. just east of the intersection with N Barrington Dr. the entrance to Barington Place and The Crest Apartments serving eastbound travel.,39.171627,10th  & Barrington ,-86.489067,45515
This stop is located on the west side of N Smith Rd.south of E 10th St. and across from Meadow Parkl Apartments serving eastbound travel.,39.171844,Smith  & 10th  @ Meadow Park ,-86.481705,45516
This stop is located on the east side of S Sare Rd. at the intersection with E Mill Stone Ct. serving inbound (5) and northbound (8)  travel.,39.124451,Sare  & Mill Stone ,-86.50724,45517
This stop is located on the east side of S Sare Rd. just south of the intersection with E Rogers Rd. prior to the start of the left turn lane serving inbound (5) and northbound (8)  travel.,39.135567,Sare  & Rogers ,-86.496391,45518
This stop is located on the west side of N Jordan Ave. just north of the intersection with E 2nd St. serving outbound travel.,39.161228,Jordan  & 2nd ,-86.516449,45519
This stop is located on the east side of N Jordan Ave. just south of the intersection with E 2nd St. serving inbound travel.,39.160931,Jordan  & 2nd ,-86.516327,45520
This stop is located on the west side of N Smith Rd. between of E McCracken Way and the railroad underpass in front of  Shamrock Pointe Apartments and across from Spring Mill Apartments serving eastbound travel.,39.168076,Smith  & McCracken Way,-86.481407,45521
This stop is located on the east side of N Jordan Ave. at the southeast corner of the intersection with E Atwater Ave. serving inbound travel.,39.162994,Jordan  & Atwater ,-86.516342,45522
This stop is located on the south side of E Maxwell Ln. at the southwest corner of the intersection with S Maxwell Ter. serving outbound travel.,39.157761,Maxwell  & Maxwell Ter.,-86.511856,45523
This stop is located on the north side of E Maxwell Ln. at the northeast corner of the intersection with S Maxwell Ter. serving inbound travel.,39.157825,Maxwell  & Maxwell Ter.,-86.511696,45524
This stop is located on the west side of S Jordan Ave. just north of the intersection with E 1st St. and S Sheridan Dr. serving outbound travel.,39.159424,Jordan  & 1st ,-86.516434,45525
This stop is located on the south side of E Hagen St. just west of the intersection with S Park Ridge Dr. in front of Reserve on 3rd Apartments serving eastbound Route 6.,39.162903,Hagan @ Reserve on 3rd,-86.476578,45526
This stop is located on the west side of S State Road 446 south of the intersection with E 3rd St. in front of Century Suites.,39.163902,State Road 446 & 3rd  @ Century Suites,-86.471992,45527
This stop is located on the west side of S Smith Rd. south of the intersection with E 3rd St. in front of St. Thomas Luthern Church serving eastbound travel.,39.16357,Smith  & 3rd ,-86.481064,45528
This stop is located on the west side of N Valleyview Dr. at the northwest corner of the intersection with W Briarcliff Dr..,39.194443,Valleyview  & Briarcliff ,-86.546555,45530
This stop is located on the south side of W Briarcliff Dr. between N Valleyview Dr. and N Kinglsey Dr. serving inbound travel.,39.194153,Briarcliff near Valleyview,-86.545242,45531
This stop is located on the north side of W Allen St. at the northeast corner of the intersection with S Adams St..,39.155891,Allen  & Adams ,-86.550339,45532
This stop is located on the north side of W Allen St. just west of the intersection with S Larkspur Ave. serving outbound travel.,39.155827,Allen  & Larkspur ,-86.548416,45533
This stop is located on the west side of S Patterson Dr. north of the intersection with W Allen St. serving outbound travel.,39.156631,Patterson  & Allen ,-86.54422,45534
This stop is located on the west side of S Patterson Dr. south of the intersection with W 2nd St. serving outbound travel.,39.160275,Patterson  & 2nd ,-86.548164,45535
This stop is located on the north side of W 2nd St. just east of the intersection with S Walker St. serving outbound travel.,39.161495,2nd  & Walker ,-86.54599,45536
This stop is located on the north side of W 2nd St. west of the intersection with S Rogers St. across from the front entrance of IU Health Hospital serving outbound travel.,39.161469,2nd  @ Bloomington Hospital,-86.540245,45537
This stop is located on the west side of S Rogers St. at the northwest corner of the intersection with W Howe St. serving outbound travel.,39.162491,Rogers  & Howe ,-86.53875,45538
This stop is located on the east side of S Adams St. south of the intersection with W Bloomfield Rd. in front of the Youth Services Building serving outbound travel.,39.159676,Adams  & Bloomfield ,-86.550697,45539
This stop is located on the east side of S Adams St. at the southeast corner of the intersection with W Woodhill Dr. serving outbound travel.,39.15694,Adams  & Woodhill ,-86.550537,45540
This stop is located on south side of E 17th St. between N Forrest Ave. and N Walnut Grove Ave. in front of  Devault Alumni Center and across from Assembly Hall.,39.178974,17th  @ IU Alumni Center,-86.521606,45541
This stop is located on the west side of N Fee Ln. south of the intersection with E 17 St. in front of Brisco Quad on the IU Campus serving inbound.,39.178234,Fee  @ Briscoe Quad,-86.518974,45542
This stop is located on the south side of E 14th St. west of the intersecition with N Dunn St. at the east end of Brownstone Apartments.,39.175934,14th & Dunn  @ Brownstone ,-86.528717,45543
This stop is located on the east side of N Dunn St. just south of the intersection with N Dunn St. next to the IU Credit Union.,39.178501,Dunn  & 17th ,-86.528221,45544
This stop is located on the south side of W 11th St. at the southwest corner of the intersecition with N Walnut St..,39.173214,11th  & Walnut ,-86.533707,45545
This stop is a shelter located on the west side of N College Ave. half way between State Road 45 46 Bypass  and W 17th St. south of the Steak & Shake Restaurant across from Miller-Showers Park and next to the Hughs Corporation building.,39.181965,N College @ Miller-Showers Park ,-86.53476,45546
This stop is located on the west side of N College Ave. south of the intersection with W 17th St. serving inbound (2) and eastbound (6) travel.,39.17836,College  & 17th ,-86.534836,45547
This stop is located on the west side of N Fee Ln. at the intersection with E Foster Dr. in front of McNutt Quad on the IU Campus.,39.1763,Fee  @ McNutt Quad,-86.51899,45548
This stop is located on the west side of N Fee Ln. south of the intersection with E 11th St. in front of the Godfrey Center and across from the IU Business School serving inbound travel.,39.172844,Fee  & 11th  @ Business School,-86.519028,45549
This stop is located on the west side of S Adams St. half way between W Kirkwood Ave. and W 3rd St. at the entrance to Hinkles Hambergers and across from Rose Hill Cemetery serving inbound travel.,39.165691,Adams  & Kirkwood ,-86.550232,45550
This stop is located on the north side of W Kirkwood Ave. at the northwest corner of the intersection with N Pine St..,39.166775,Kirkwood  & Pine ,-86.548508,45551
This stop is located on the east side of S Henderson St. just south of the intersection with E South Dr. and E Wylie Farm Dr. across from South High School Baseball Diamond serving inbound travel.,39.141701,Henderson  @ BHS South,-86.526894,45552
This stop is located on the west side of S Huntington Dr. at the southwest corner of the intersection with E Thorton Dr. serving outbound travel.,39.1492,Huntington  & Thronton ,-86.520874,45553
This stop is located on the south side of E Hillside Dr. at the southwest corner of the intersection with S Woodlawn Ave. in front of Woodlawn Crossing Apartments serving inbound travel.,39.150459,Hillside  & Woodlawn ,-86.522858,45554
This stop is located on the north side of W 4th St. west of S Gentry St. next to the B-Line Trail and in front of Wonderlab Museum of Science serving outbound travel.,39.165676,4th  & B-Line Trail @ Wonderlab,-86.536278,45555
This stop is located on the west side of S Huntington Dr. at the northwest corner of the intersection with E Miller Dr..,39.146935,Miller  & Huntington  ,-86.520897,45556
This stop is located on the north side of W Kirkwood Ave. at the northeast corner of the intersection with N Jackson St. serving outbound travel.,39.166687,Kirkwood  & Jackson ,-86.539696,45557
This stop is located on the south side of W 4th St. east of S Madison St. across from Wonderlab Museum of Science serving inbound travel.,39.165543,4th  & Madison  @ Wonderlab,-86.536812,45558
This stop is located on the north side of W Kirkwood Ave. at the northeast corner of the intersection with N Elm St. serving outbound travel.,39.166714,Kirkwood  & Elm ,-86.545212,45559
This stop is located on the north side of W Kirkwood Ave. at the northeast corner of the intersection with N Maple St. serving outbound travel.,39.166721,Kirkwood  & Maple ,-86.542076,45560
New stop is located on the north side of  W 1st St. east of intersection with S Rogers St. serving outbound travel.,39.159451,1st  & Rogers ,-86.538567,45561
This stop is located on the southwest side of N Blair Ave. just west of ithe intersection with N Dyer Dr. near Monroe County United Ministries (MCUM).,39.175308,Blair  & Dyer ,-86.544533,45562
This stop is located on the east side of N Walnut St. north of the intersection with E 17th St. north of the Shin's Family Restaurant.,39.1796,Walnut  & 17th St,-86.53344,45563
This stop is located on the east side of N Walnut St. just south of the intersection with E 19th St. across from Miller-Showers Park.,39.181297,Walnut  & 19th ,-86.533653,45564
new stop on S Morton St. between W 1st St. and W 2nd St. next to B-Line Trail and across from Seminary Square Korgers.,39.160286,S Morton @ Krogers ,-86.536224,45565
This stop is located on the west side of S College Ave. between W 2nd St. and W 1st St. just north of the entrance drive to Seminary Square Korgers.,39.160362,S College  @ Krogers,-86.535027,45566
This stop is located on the west side of S Sare Rd. south of the intersection of E Cathcart St. the entrance to Renwick Village serving southbound travel.,39.148743,Sare  & Cathcart  @ Renwick Village,-86.499168,45567
This stop is located on the east side of W Vernal Pike. north of W 11th St. in front of Harrell - Fish Mechanical.,39.173882,Vernal Pike & 11th ,-86.55555,45568
This stop is located on the east side of N Crescent Rd. just south of the intersection with W Marquis Dr..,39.17775,Crescent  & Marquis ,-86.55648,45569
This stop is located on the east side of N Kinser Pike just south of the intersection with W Acuff Rd.,39.207985,Kinser Pike & Acuff ,-86.547462,45570
This stop is located on the east side of S Henderston St.at the southeast corner of the intersection with E Grimes Ln.. There is no sign at the stop.,39.153259,Henderson  & Grimes ,-86.526909,45571
This stop is a shelter located on the east side of S Henderston St.at the south of the intersection with E Brenda Ln. in the Templeton Elementary School pulloff.,39.151665,Henderson  & Brenda  ,-86.526878,45572
This stop is located on the north side of E Hillside Dr. at the east of intersection with S Henderson St. in front of Templeton Elementary School serving inbound travel.,39.150635,Hillside  & Henderson ,-86.526596,45573
This stop is located on the north side of E Grimes Ln. at the northeat corner of the intersection with S Lincoln St. in front of the Free Methodist Church.,39.153416,Grimes  & Lincoln ,-86.531265,45574
This stop is located on the north side of E Grimes Ln. at the northeast corner of the intersection with S Palmer Ave. serving inbound travel.,39.153381,Grimes  & Palmer ,-86.529114,45575
This stop is located on the west side of S Washington St. just south of the intersection of E Smith Ave. across from Middle Way House.,39.162712,Washington  & Smith.,-86.532448,45576
This stop is a shelter located on the north side of W Kissle Dr. just east of the intersection with W Graham Dr. in the Country View Apartments Complex. It is the 3rd of four stops for the Apartments. It is the Route 2D Start/End Point.,39.140961,Country View Shelter,-86.547241,45577
This stop is located on the north side of W Kissle Dr. in the Country View Apartments Complex. It is the 1st of four stops for the Apartments.,39.141228,Country View Apartments ,-86.544769,45578
This stop is located on the west side of S Rockport Rd. at the northwest corner of the intersection with W Duncan Ave..,39.145752,Rockport  & Duncan,-86.539612,45579
This stop is located on the west side of S Rogers St. at the northwest corner of the intersection with S Rockporat Rd. serving inbound travel.,39.146194,Rogers  & Rockport ,-86.538963,45580
This stop is located on the west side of S Rockport Rd. at the northwest corner of the intersection with W Countryside Ln..,39.143543,Rockport  & Countryside ,-86.541771,45582
This stop is located on the south side of W Graham Dr. on the southwest corner of the intersection with S Milton Dr..,39.139816,Graham  & Milton ,-86.539917,45583
This stop is located on the west side of S Rogers St. at the northwest corner of the intersection with W Davis St. serving outbound travel.,39.154579,Rogers  & Davis ,-86.538795,45584
This stop is located on the west side of S Rogers St. just south of the intersection with W Dixie St. in front of the parking lot for McDoel Baptist Church serving outbound travel.,39.156368,Rogers  & Dixie ,-86.538765,45585
This stop is located on the north side of E Winslow Rd. just east of the intersection with S Walnut St. in front of the IU Credit Union serving outbound travel.,39.136032,Winslow  & Walnut  @ IU Credit Union,-86.530685,45586
This stop is located on the south side of W Graham Dr. on the southwest corner of the intersection with S Rogers St..,39.139786,Graham  & Rogers ,-86.538857,45587
This stop is located on the north side of E Kirkwood Ave. west of the intersection with S Indiana Ave. next to Noodles & Company restaruant in the old Von Lee building serving inbound travel.,39.166595,Kirkwood  & Indiana ,-86.527382,45588
This stop is located on the south side of E Miller Dr. at the southeast corner of the intersection with S Park Ave. serving inbound travel.,39.146847,Miller  & Park ,-86.524147,45589
This stop is located on the east side of S Henderson Street south of the intersection with E Miller Drive.,39.14677,Henderson  & Miller ,-86.52684,45590
"This stop is located on the east side of N Walnut Street Pike at the southeast corner of the intersection with E Heather Dr., the entrance to Peppergrass subdivision..",39.123814,Walnut Street Pike & Heather  ,-86.526588,45591
This stop is located on the south side of E Hillside Dr. east of the intersection with S Lincoln St. serving outbound travel..,39.150452,Hillside  & Lincoln ,-86.531052,45592
"This stop is located on the east side of N Woodlawn Ave. south of the intersection with E 10th St. across from Collins Living Learning Center on the IU Campus serving outbound (1, 9) and eastbound (6) travel.",39.171429,Woodlawn  & 10th ,-86.523438,45593
"This stop is a shelter located on the south side of E 10th St. west of the intersection with N Jordan Ave. in front of Wells Library, the Main Library on the IU Campus.",39.171574,10th  @ IU Library ,-86.516624,45594
This stop is located on east side of N Indiana Ave. at the southeast corner of the intersection with E Kirkwood Ave. in front of the Sample Gates on the IU Campus.,39.166527,Indiana  & Kirkwood ,-86.526932,45595
This stop is located on the east side of N Indiana Ave. north of the intersection with E 4th St. in front of the IU Law School.,39.165245,Indiana  & 4th  @ Law School,-86.52684,45596
"This stop is located on the south side of E 7th St. west of the intersection with N Woodlawn Ave. in front of Indiana Memorial Union (IMU) sserving outbound (1, 9) and eastbound (6) travel.",39.168427,7th  & Woodlawn  @ Memorial Union,-86.523964,45597
"This stop is located on the south side of E 7th St. at the intersection with N Fess Ave. in front of Dunn Meadow serving outbound (1, 9) and eastbound (6) travel.",39.168442,7th  & Fess ,-86.525787,45598
This stop is located on the south side of E 10th St. at the southwest corner of the intersection with N Sunrise Dr. next to Teter Quad on the IU Campus for serving outbound (9) and eastbound (6) travel.,39.171513,10th  & Sunrise  @ Teter Quad,-86.512566,45599
"This stop is on the south side of the main drive through Eastland Plaza close to S College Mall Dr. next to Casa Brava Restaraunt. It is the third of three stops in Eastland Plaza serving outbound (3), northbound (8) and southbound (8) travel.",39.16291,Eastland Plaza @ Casa Brava,-86.498962,45600
"This stop is on the south side of  the main drive through Eastland Plaza near the midway point at the stop sign near the Hallmark Store.  It is the second of three stops in Eastland Plaza serving outbound (3), northbound (8) and southbound (8) travel.",39.162918,Eastland Plaza midway,-86.500252,45601
This stop is located on the east side of S High St. at the southeast corner of the intersection with E Winbleton Ln. serving inbound travel.,39.143978,High  & Wimbleton ,-86.50824,45602
This stop is located on the east side of S High St. at the southeast corner of the intersection with E Meadowbluff Ct. serving inbound travel.,39.142948,High  & Meadowbluff ,-86.508224,45603
This stop is located on the south side of E Convenater Dr. at the southwest corner of the intersection with S Auto Mall Rd. next to the north entrance to the Jackson Creek Shopping Center serving outbound travel.,39.154957,Covenanter @ Kroger,-86.496353,45604
"This stop is a shelter located on the north side of E Convenater Dr. at the northeast corner of the intersection with S Auto Mall Rd. across from the Jackson Creek Shopping Center serving inbound (3, 9) and northbound (8) travel.",39.155182,Covenanter  & Auto Mall  ,-86.495834,45605
"This stop is on the south side of  the main drive through Eastland Plaza . in front of Dr. Tavels. It is the first of three stops in Eastland Plaza serving outbound (3), northbound (8) and southbound (8) travel.",39.162922,Eastland Plaza @  Tavel,-86.501175,45606
This stop is located near the west entrance to Whitehall Plaza in front of CVS serving outbound travel. This is the second of three outbound stops in Whitehall Plaza.,39.1628,Whitehall Plaza @ Planet Fitness,-86.577896,45607
This stop is located on the east side of S Liberty Dr. south of the intersection with W 3rd St. behind Farmers and Mechanics Bank and across from Kroger West.,39.163967,Liberty  & 3rd ,-86.579071,45608
This stop is located on the north side of W 3rd St. west of the intersection with S Liberty Dr. in front of Taco Bell Restaurant.,39.164738,3rd  @ Taco Bell,-86.580414,45609
This stop is located on the north side of W 3rd St. just west of the intersection with S Curry Pike in front of the Highland Village Church of Christ serving outbound travel.,39.164761,3rd  & Curry Pike,-86.583511,45610
This stop is located on the south side of W Belle Ave. at the southwest corner of the intersection with S Westwood Dr. serving outbound travel.,39.163246,Belle  & Westwood ,-86.590111,45611
This stop is located on the north side of W Belle Ave. at the northeast corner of the intersection with S Westwood Dr. serving inbound travel.,39.163338,Belle  & Westwood ,-86.589966,45612
This stop is located on the north side of W Belle Ave. at the northeast corner of the intersection with S Harvey Dr. serving outbound travel.,39.16333,Belle  & Harvey ,-86.587837,45613
This stop is located on the south side of W Belle Ave. at the southwest corner of the intersection with S Harvey Dr. serving inbound travel.,39.16325,Belle  & Harvey ,-86.588013,45614
This stop is located on the north side of E Miller Dr. at the northeast corner of the intersection with S Covey Ln. serving outbound travel.,39.146881,Miller  & Covey Ln,-86.516235,45615
This stop is located on the north side of E Miller Dr. at the northeast corner of the intersection with S Highland Ave. serving outbound travel.,39.146889,Miller  & Highland ,-86.517357,45616
This stop is located on south side of E Hillside Dr. east of the intersection with S Dorchester Dr. the entrance to Heritage Apartments.,39.150459,Hillside  & Dorchester  @ Heritage ,-86.513168,45617
This stop is located on south side of E Hillside Dr. at the southwest corner of the intersection with S Nancy St. serving inbound travel.,39.150455,Hillside  & Nancy ,-86.511116,45618
This stop is located on the north side of E Sheridan Dr. at the northeast corner of the intersection with S Jordan Ave..,39.159332,Sheridan  & Jordan ,-86.516281,45619
This stop is located on the west side of S Dunn St. at the northwest corner of the intersection with W 4th St..,39.165653,Dunn  & 4th ,-86.528313,45620
This stop is located on south side of E Maxwell Ln. at the southeast corner of the intersection with S Mitchell St..,39.157673,Maxwell  & Mitchell ,-86.513649,45621
This stop is located on north side of E Hillside Dr. at the northwest corner of the intersection with S Nancy St. serving outbound travel.,39.150551,Hillside  & Nancy  ,-86.511223,45622
This stop is located on north side of E Hillside Dr. west of the intersection with S Longwood Dr. across from Heritage Apartments.,39.150581,Hillside  & Longwood  @ Heritage ,-86.513161,45623
This stop is located on the west side of S Maxwell St. at the southwest corner of the intersection with E Thornton Dr. serving outbound travel.,39.148197,Maxwell  & Thornton ,-86.515182,45624
The stop is located on the north side of E Kirkwood Ave. just east of the intersection with N Washington St. in front of the First Christian Church.,39.166641,Kirkwood  & Washington ,-86.53215,45625
The stop is located on the north side of E Kirkwood Ave. just east of the intersection with N Lincoln St. in front of the Monroe County Public Library.,39.166641,Kirkwood  & Lincoln  @ Library,-86.531013,45626
The stop is located on the north side of E Kirkwood Ave. just east of the intersection with N Grant St. in front of Cafe Pizzeria.,39.166626,Kirkwood  & Grant ,-86.529694,45627
This stop is located on the west side of N Dunn St. at the northwest corner of the intersection with E Kirkwood Ave. across from Peoples Park.,39.166634,Dunn  & Kirkwood ,-86.528328,45628
This stop is located on the north side of E 7th St. east of the intersection with N Indiana Ave. in front of the Sigma Chi Fraternaty House serving inbound (1) and westbound (6) travel.,39.168564,7th  & Indiana ,-86.526672,45629
"This stop is located on the south side of E 10th St. at the intersecition with N Walnut Grove Ave. across from the Psycology Building on the IU Campus serving outbound (1,9) and eastbound (6) travel.",39.171558,10th  & Walnut Grove  @ IU Psychology,-86.520981,45630
This stop is located on the west side of S Adams St. south of the intersection with W Bloomfield Rd. across from the of the Youth Services Building serving inbound travel.,39.159653,Adams  & Bloomfield ,-86.550827,45631
This stop is located on the north side of E 3rd St. at the northeast corner of the intersection with S Roosevelt St. serving inbound travel.,39.164356,3rd  & Roosevelt ,-86.505943,45632
This stop is located on the north side of E 3rd St. at the northeast corner of the intersection with S Clark St. serving inbound travel.,39.164352,3rd  & Clark ,-86.504868,45633
This stop is located on the north side of E 3rd St. east of the intersection with S Union St. serving inbound travel.,39.164333,3rd  & Union ,-86.509033,45634
This stop is located on the west side of S Rogers St. at the northwest corner of the intersection with W Patterson Dr. and east of the Social Security Adminstration Office serving outbound travel.,39.15366,Rogers  & Patterson ,-86.538811,45635
This stop is located in the parking lot on the north side of  the main drive through Eastland Plaza close to S Woodscrest Dr. in front of Supercuts and Little Casears Pizza. It is the second of two stops in Eastland Plaza serving Route 3E inbound travel.,39.163017,Eastland Plaza @ Woodscrest ,-86.502113,45636
This stop is located on the south side of E 3rd St. at the southeast corner of the intersection with S Arbutus Dr. across from Forest Quad on the IU Campus serving outbound travel.,39.164204,3rd  & Arbutus ,-86.512115,45637
This stop is located on the north side of E 3rd St. at the intersection with S Arbutus Dr. in front of Forest Quad on the IU Campus serving inbound travel.,39.164349,3rd  @ Forest Quad,-86.512131,45638
This stop is located on the east side of S Rogers St. just north of the intersection with W Howe St. serving inbound travel.,39.16251,Rogers  & Howe ,-86.538605,45640
This stop is a shelter located on the south side of W 2nd St. west of the intersection with S Rogers St. in front of Bloomington Hospital Parking Garage serving inbound travel.,39.161312,2nd @ Bloomington Hospital ,-86.540253,45642
This stop is located on the west side of S Colllege Ave. just north of intersection with W 3rd St..,39.164806,College  & 3rd ,-86.534988,45643
This stop is located on the west side of S Walnut St. across from the intersection with S Walnut Street Pike in front of Walnut Park Shopping Center.,39.137737,Walnut  @ Walnut Park Plaza,-86.530556,45644
"This stop located on the west side of S College Ave. north of W Dodds. St. in front of 660 S College Ave, the X-Ray Medical Facility.",39.158463,College   & Dodds  @ X-Ray Medical,-86.53508,45645
This stop is located on the west side of S Henderson St. at the northwest corner of the intersection with E North Dr.,39.144718,Henderson  & North  ,-86.527061,45646
This stop is located on the east side of S Sare Rd. just south of the intersection with E David Dr.,39.138428,Sare  & David ,-86.496445,45647
"This stop is a shelter located on the east side of S Henderson St. just south of the intersection with E North Dr. and E Summit View Pl., the entrance for Summit Pointe Apartments and north of the Frank Southern Center Ice Rink.",39.144165,Henderson  & Summit View  @ Summit Pointe ,-86.526886,45648
This stop is located on the east side of S Sare Rd. at the southeast corner of intersection with E Spicewood Ln. next to Tower Park Townhouses serving northbound travel.,39.140808,Sare  & Spicewood  @ Tower Park,-86.496475,45649
This stop is located on the east side of S Lincoln St. just south of the intersection with E Kirkwood Ave..,39.166393,Lincoln  & Kirkwood ,-86.530998,45650
This stop is located on the east side of S Walnut St. north of the intersection with E Davis St. across from the Perry Township Trustees Office.,39.154713,Walnut  & Davis ,-86.533585,45651
This stop is located on the east side of S Highland Ave. at the southeast corner of the intersection with E Miller Dr..,39.146759,Highland  & Miller ,-86.517403,45652
This stop is located on the east side of S Highland Ave. at the southeast corner of the intersection with E Short St. next to the Montessori School serving inbound travel.,39.14397,Highland  & Short  @ Montessori School,-86.517357,45653
